crop_type,soil_pH,N,P,K,nutrient_release_rate,fertilizer_type,fertilizer_amount,fertilizer_timing
wheat,6.402774048659351,2.1502613353322304,0.7677112649117905,0.9698970353881506,60.320611014055714,DAP,121.06713467674484,20.78678721159551
maize,5.827247642383338,1.540593153837308,0.7554034840496623,1.7229039580742707,55.9544697379639,Urea,125.05076339953068,24.769568624196342
rice,7.089619097499859,1.2469251922883469,0.5720764595082128,1.5344219588592511,51.84924384277813,Urea,113.24916969722894,29.492826428400623
rice,6.887364451562977,0.7447535146503559,0.7579343278406401,0.6834734804349849,56.434472939626566,Urea,113.66679535540963,27.380323614493264
maize,5.941539225577521,1.9710112129750752,0.4546184544003058,1.2119141857915876,55.57713082900046,Urea,120.72088959329338,21.371736500354487
maize,5.664762091231685,0.9717151982873742,0.7953133551192313,1.4838197144299472,58.14730425232704,Urea,123.06979447661006,19.666774050297345
maize,6.860998604149426,1.2428440037460915,1.262825194991117,0.7760595436861202,73.63148212601583,DAP,133.5989784048013,20.77124855989111
maize,6.809022428562271,0.6250844537947369,0.8748840757240215,1.7291016168321232,63.723760657189175,DAP,120.01743896934482,21.166983426031248
wheat,6.046519053996419,2.1027338316390383,0.321600106734258,1.2717242520722989,58.75259139230805,Urea,118.10354249763992,21.372459699703427
maize,7.4017271245008205,2.033177047943287,0.8057328498950969,0.6643872807081652,65.14773784212663,DAP,119.32805223313103,21.698115741240105
rice,5.802115783561801,1.967231660084625,0.33261001930901296,1.332775081863364,51.39149267639172,Urea,117.8167432847187,24.256793042163604
rice,6.364669602085204,1.0988870209837733,1.4594920928481578,1.9995420866494626,42.66339100156842,Urea,100.91971981214166,28.60363097362696
wheat,7.387231840335198,0.8469601485319145,0.4529447513074427,0.6408343866614618,57.186706895378016,Urea,112.29760462743998,22.97795154702406
rice,6.339454633852244,1.7751065289404595,1.1492259915967424,1.706811088191245,61.78848519822403,DAP,119.87212672264316,22.908230297189128
rice,6.777051895328171,1.492332768226439,1.467331587470503,0.7316944051000928,50.95082522748596,Urea,108.96587633095413,22.925687053481436
maize,6.295188795925588,0.8565049338092832,1.2912468619998863,1.65182132713614,68.90685902175512,DAP,130.04608787153998,22.176866319738732
rice,6.04843040469734,1.8718225420997274,1.1391784501514444,1.5753246769942613,58.85947162250531,Urea,116.14513296695651,23.737405254713284
wheat,7.467955295919657,2.482252863642607,1.3073530914009204,0.8807830169606918,58.001732329170906,Urea,114.73935601552694,23.89207504005587
maize,6.318668012630086,1.9944391754840753,1.4781584319127532,0.9213169881031198,58.24631146563159,Urea,117.61516181700986,20.290766706286536
maize,7.288198407358269,1.9799727733712236,1.0456133967042354,1.6680342271406707,56.47842294184946,Urea,112.98453675655225,26.455737950733656
wheat,5.959909211782172,2.4006255058611834,0.9710217681951918,1.1383128190197003,58.704296103210815,Urea,122.48196305824497,22.361278970304216
maize,5.926209408050166,0.9058727351498044,1.0538857325559376,1.569308845938894,67.18370979483313,DAP,119.14130691719404,21.300984786409742
maize,5.562268165769023,1.6310999298428808,0.939211064113866,0.6367746357853357,64.97258607469794,DAP,127.13051527464755,19.8625752500974
wheat,6.80333365075177,2.459293430067767,1.0621069270916625,1.7640924510424858,47.87983472119854,Urea,121.15597002752631,26.15782771300463
maize,6.237052687447522,0.8305882219403491,0.839810649567071,1.5374155466917108,69.42742183251704,DAP,117.687372932879,19.766028154483692
wheat,7.228716499679274,1.900503918889042,0.5621318194599685,1.8511084941357345,55.07288105953128,Urea,111.61210631874486,17.838273818133775
wheat,6.446419813383114,1.671620291943804,0.4442966718140108,0.611795806455956,52.24888470534744,Urea,119.733428380412,25.490230837705433
rice,7.4363868558294435,1.672958184377414,0.38200912263871245,1.3488232005769563,60.89313800018429,DAP,115.86204476073134,25.662741523388885
rice,5.8710510314062425,1.8953412550401503,0.6159789405038401,1.3585929360645204,45.08602482994458,Urea,116.1361945015157,27.55375306900054
maize,7.237246335911221,2.359233845751368,0.3553482772028806,0.965537184874852,65.28865496324032,DAP,106.108631242925,18.497987013248427
maize,7.0531937055834835,2.065163879702676,0.9806049359032627,1.1335462793108126,63.72198745854821,DAP,120.95847082036126,22.18332689474331
wheat,7.041843689288104,0.61227220683242,0.6405941364282244,0.46077050126376556,72.49040353690584,DAP,119.476582644535,20.371839999274926
maize,7.189566456233775,2.2054560397514225,1.2894417697044385,1.5933760618032191,54.9283125465256,Urea,113.55854166966222,24.546439268423093
wheat,7.022047981885998,0.9510826598514652,0.3890890475860637,1.2789159670450785,41.554507328428755,Urea,104.6752908330798,27.385393588611283
wheat,6.7524406432628306,1.253828329472744,0.5716217932097831,0.4923856829906781,85.60206543156318,NPK,143.9907011884319,13.835081918883185
maize,5.762489755364776,1.4234656272247643,1.176295376508175,1.489209428736777,45.236934697101795,Urea,116.06318866026658,25.936300080135847
wheat,5.565052358982504,1.4618120015061393,1.0185699556601897,1.1468513235699007,75.07220594472645,DAP,131.6549426256094,18.873892018604494
rice,7.3416956956313735,1.3703607985107136,0.377389525499001,0.45513801508,60.70014001703176,DAP,107.16314173579443,18.975710004771216
maize,6.7333006290414765,2.374706588431729,1.3526873485946405,1.9513723629569526,67.78682423912139,DAP,122.61132590751494,18.92020640655277
